year,label_grouping,santa_clara_county_californiaestimate,santa_clara_county_californiapercent,montgomery_county_marylandestimate,montgomery_county_marylandpercent,wake_county_north_carolinaestimate,wake_county_north_carolinapercent,davidson_county_tennesseeestimate,davidson_county_tennesseepercent,dallas_county_texasestimate,dallas_county_texaspercent,fairfax_county_virginiaestimate,fairfax_county_virginiapercent,loudoun_county_virginiaestimate,loudoun_county_virginiapercent,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22
2023,Total population,"1,877,592","1,877,592","77,969","1,058,474","1,058,474","64,527","1,190,275","1,190,275","54,866","712,334","712,334","51,804","2,606,358","2,606,358","42,206","1,141,878","1,141,878","67,693","436,347","436,347","70,055"
2023,One race--,,,,,,,,,,,,,,,,,,,,,
2023,White,"547,247",29.10%,"96,896","442,729",41.80%,"89,160","682,601",57.30%,"64,869","393,300",55.20%,"66,027","880,012",33.80%,"64,179","551,372",48.30%,"84,756","228,098",52.30%,"82,982"
2023,Black or African American,"45,818",2.40%,"60,925","200,386",18.90%,"45,305","223,887",18.80%,"38,117","170,602",23.90%,"36,224","580,032",22.30%,"33,116","111,809",9.80%,"52,152","32,426",7.40%,"59,158"
2023,American Indian and Alaska Native,"18,064",1.00%,"39,916","7,637",0.70%,"30,105","3,565",0.30%,"34,550","7,486",1.10%,"13,739","19,508",0.70%,"27,933","5,405",0.50%,"32,244",931,0.20%,N
2023,Asian,"771,154",41.10%,"91,455","158,558",15.00%,"66,714","104,741",8.80%,"60,940","23,091",3.20%,"53,284","183,930",7.10%,"54,279","226,115",19.80%,"65,133","95,473",21.90%,"66,682"
2023,Native Hawaiian and Other Pacific Islander,"9,133",0.50%,"23,892",437,0.00%,"28,789",361,0.00%,"35,078",904,0.10%,N,"8,419",0.30%,N,407,0.00%,"42,034",238,0.10%,"96,206"
2023,Some other race,"216,643",11.50%,"30,842","122,861",11.60%,"27,720","66,851",5.60%,"25,030","31,422",4.40%,"27,097","390,032",15.00%,"22,023","91,424",8.00%,"28,946","21,855",5.00%,"36,183"
2023,Two or more races,"269,533",14.40%,"46,118","125,866",11.90%,"43,871","108,269",9.10%,"39,718","85,529",12.00%,"29,942","544,425",20.90%,"27,543","155,346",13.60%,"46,144","57,326",13.10%,"42,914"
2023,Hispanic or Latino origin (of any race),"468,705",25.00%,"36,636","223,318",21.10%,"35,285","137,414",11.50%,"29,891","97,932",13.70%,"26,002","1,077,852",41.40%,"23,679","201,948",17.70%,"37,532","62,022",14.20%,"38,803"
2023,"White alone, not Hispanic or Latino","500,717",26.70%,"101,455","416,960",39.40%,"91,666","666,121",56.00%,"65,669","382,636",53.70%,"66,677","677,730",26.00%,"75,996","529,813",46.40%,"85,899","219,828",50.40%,"84,555Ã¯»¿""Label (Grouping)"""
2023,Owner-occupied housing units with a mortgage,"235,931","235,931","180,196","180,196","225,926","225,926","126,900","126,900","285,924","285,924","195,790","195,790","89,200","89,200",,,,,,,
2023,VALUE,,,,,,,,,,,,,,,,,,,,,
2023,"Less than $50,000","2,505",1.10%,"2,841",1.60%,"2,705",1.20%,"1,798",1.40%,"6,063",2.10%,"2,002",1.00%,883,1.00%,,,,,,,
2023,"$50,000 to $99,999",933,0.40%,892,0.50%,"1,406",0.60%,"1,717",1.40%,"4,024",1.40%,924,0.50%,397,0.40%,,,,,,,
2023,"$100,000 to $299,999","5,388",2.30%,"13,466",7.50%,"28,510",12.60%,"22,757",17.90%,"95,738",33.50%,"7,563",3.90%,"2,458",2.80%,,,,,,,
2023,"$300,000 to $499,999","4,741",2.00%,"41,686",23.10%,"85,672",37.90%,"51,989",41.00%,"100,940",35.30%,"28,548",14.60%,"11,470",12.90%,,,,,,,
2023,"$500,000 to $749,999","13,520",5.70%,"53,932",29.90%,"64,208",28.40%,"26,163",20.60%,"41,084",14.40%,"61,917",31.60%,"31,141",34.90%,,,,,,,
2023,"$750,000 to $999,999","27,368",11.60%,"32,759",18.20%,"28,479",12.60%,"8,570",6.80%,"17,286",6.00%,"52,068",26.60%,"23,721",26.60%,,,,,,,
2023,"$1,000,000 or more","181,476",76.90%,"34,620",19.20%,"14,946",6.60%,"13,906",11.00%,"20,789",7.30%,"42,768",21.80%,"19,130",21.40%,,,,,,,
2023,Median (dollars),"1,474,100","1,474,100","644,700","644,700","488,100","488,100","443,800","443,800","355,900","355,900","737,600","737,600","736,000","736,000",,,,,,,
2023,MORTGAGE STATUS,,,,,,,,,,,,,,,,,,,,,
2023,With a mortgage and either a second mortgage or home equity loan,"28,851",12.20%,"19,832",11.00%,"31,323",13.90%,"13,783",10.90%,"15,485",5.40%,"22,373",11.40%,"9,508",10.70%,,,,,,,
2023,Only Second mortgage,"4,754",2.00%,"3,124",1.70%,"2,202",1.00%,"1,434",1.10%,"3,692",1.30%,"2,475",1.30%,699,0.80%,,,,,,,
2023,Only Home equity loan,"22,821",9.70%,"15,845",8.80%,"28,538",12.60%,"10,820",8.50%,"11,475",4.00%,"18,708",9.60%,"8,762",9.80%,,,,,,,
2023,Both second mortgage and home equity loan,"1,276",0.50%,863,0.50%,583,0.30%,"1,529",1.20%,318,0.10%,"1,190",0.60%,47,0.10%,,,,,,,
2023,No second mortgage and no home equity loan,"203,821",86.40%,"157,793",87.60%,"188,776",83.60%,"110,504",87.10%,"266,006",93.00%,"169,790",86.70%,"78,542",88.10%,,,,,,,
2023,Home equity loan without a primary mortgage,"3,259",1.40%,"2,571",1.40%,"5,827",2.60%,"2,613",2.10%,"4,433",1.60%,"3,627",1.90%,"1,150",1.30%,,,,,,,
2023,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,
2023,"Less than $10,000","3,295",1.40%,"2,975",1.70%,"3,533",1.60%,"2,465",1.90%,"6,814",2.40%,"1,540",0.80%,"1,151",1.30%,,,,,,,
2023,"$10,000 to $24,999","3,755",1.60%,"2,160",1.20%,"5,064",2.20%,"4,105",3.20%,"7,442",2.60%,"3,009",1.50%,"1,400",1.60%,,,,,,,
2023,"$25,000 to $34,999","2,457",1.00%,"2,363",1.30%,"3,662",1.60%,"3,738",2.90%,"8,365",2.90%,"2,383",1.20%,"1,180",1.30%,,,,,,,
2023,"$35,000 to $49,999","5,551",2.40%,"7,164",4.00%,"13,336",5.90%,"7,828",6.20%,"16,500",5.80%,"4,458",2.30%,"1,506",1.70%,,,,,,,
2023,"$50,000 to $74,999","10,215",4.30%,"12,269",6.80%,"22,924",10.10%,"18,860",14.90%,"44,641",15.60%,"10,903",5.60%,"3,598",4.00%,,,,,,,
2023,"$75,000 to $99,999","13,402",5.70%,"14,752",8.20%,"20,898",9.20%,"18,575",14.60%,"34,169",12.00%,"14,222",7.30%,"4,529",5.10%,,,,,,,
2023,"$100,000 to $149,999","29,990",12.70%,"28,370",15.70%,"50,054",22.20%,"28,914",22.80%,"63,906",22.40%,"31,137",15.90%,"12,477",14.00%,,,,,,,
2023,"$150,000 or more","167,266",70.90%,"110,143",61.10%,"106,455",47.10%,"42,415",33.40%,"104,087",36.40%,"128,138",65.40%,"63,359",71.00%,,,,,,,
2023,Median household income (dollars),"239,714","239,714","178,071","178,071","141,914","141,914","110,948","110,948","118,003","118,003","198,896","198,896","214,620","214,620",,,,,,,
2023,RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2023,Less than 2.0,"16,369",6.90%,"27,916",15.50%,"35,725",15.80%,"15,301",12.10%,"66,395",23.20%,"21,920",11.20%,"11,653",13.10%,,,,,,,
2023,2.0 to 2.9,"21,702",9.20%,"43,634",24.20%,"57,798",25.60%,"26,102",20.60%,"76,173",26.60%,"46,113",23.60%,"23,322",26.10%,,,,,,,
2023,3.0 to 3.9,"30,825",13.10%,"38,140",21.20%,"48,813",21.60%,"25,324",20.00%,"51,749",18.10%,"44,634",22.80%,"20,966",23.50%,,,,,,,
2023,4.0 or more,"166,158",70.40%,"69,767",38.70%,"83,011",36.70%,"59,525",46.90%,"89,805",31.40%,"83,052",42.40%,"32,976",37.00%,,,,,,,
2023,Not computed,877,0.40%,739,0.40%,579,0.30%,648,0.50%,"1,802",0.60%,71,0.00%,283,0.30%,,,,,,,
2023,MONTHLY HOUSING COSTS,,,,,,,,,,,,,,,,,,,,,
2023,Less than $200,270,0.10%,237,0.10%,99,0.00%,0,0.00%,170,0.10%,311,0.20%,0,0.00%,,,,,,,
2023,$200 to $399,487,0.20%,312,0.20%,357,0.20%,434,0.30%,287,0.10%,417,0.20%,332,0.40%,,,,,,,
2023,$400 to $599,866,0.40%,647,0.40%,"1,808",0.80%,499,0.40%,733,0.30%,512,0.30%,355,0.40%,,,,,,,
2023,$600 to $799,"1,067",0.50%,"1,560",0.90%,"4,539",2.00%,"3,335",2.60%,"3,536",1.20%,617,0.30%,227,0.30%,,,,,,,
2023,$800 to $999,"1,047",0.40%,853,0.50%,"8,957",4.00%,"5,498",4.30%,"8,116",2.80%,"1,203",0.60%,261,0.30%,,,,,,,
2023,"$1,000 to $1,499","5,905",2.50%,"12,238",6.80%,"40,226",17.80%,"31,310",24.70%,"44,164",15.40%,"7,236",3.70%,"3,547",4.00%,,,,,,,
2023,"$1,500 to $1,999","10,357",4.40%,"23,298",12.90%,"53,705",23.80%,"29,098",22.90%,"66,499",23.30%,"16,530",8.40%,"6,659",7.50%,,,,,,,
2023,"$2,000 to $2,499","16,394",6.90%,"32,947",18.30%,"45,800",20.30%,"21,253",16.70%,"54,812",19.20%,"30,182",15.40%,"15,125",17.00%,,,,,,,
2023,"$2,500 to $2,999","21,728",9.20%,"29,577",16.40%,"28,557",12.60%,"13,790",10.90%,"31,358",11.00%,"33,950",17.30%,"15,176",17.00%,,,,,,,
2023,"$3,000 or more","177,810",75.40%,"78,527",43.60%,"41,878",18.50%,"21,683",17.10%,"76,249",26.70%,"104,832",53.50%,"47,518",53.30%,,,,,,,
2023,Median (dollars),"4,000+","4,000+","2,804","2,804","2,036","2,036","1,882","1,882","2,177","2,177","3,123","3,123","3,103","3,103",,,,,,,
2023,MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2023,"Less than $20,000","4,668",2.00%,"3,955",2.20%,"6,119",2.70%,"5,021",4.00%,"9,062",3.20%,"3,825",2.00%,N,N,,,,,,,
2023,Less than 20 percent,29,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,55,0.00%,N,N,,,,,,,
2023,20 to 29 percent,0,0.00%,24,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,N,N,,,,,,,
2023,30 percent or more,"4,639",2.00%,"3,931",2.20%,"6,119",2.70%,"5,021",4.00%,"9,062",3.20%,"3,770",1.90%,N,N,,,,,,,
2023,"$20,000 to $34,999","3,962",1.70%,"2,804",1.60%,"5,561",2.50%,"4,639",3.70%,"11,757",4.10%,"3,036",1.60%,N,N,,,,,,,
2023,Less than 20 percent,0,0.00%,0,0.00%,358,0.20%,0,0.00%,0,0.00%,0,0.00%,N,N,,,,,,,
2023,20 to 29 percent,0,0.00%,127,0.10%,112,0.00%,265,0.20%,418,0.10%,0,0.00%,N,N,,,,,,,
2023,30 percent or more,"3,962",1.70%,"2,677",1.50%,"5,091",2.30%,"4,374",3.40%,"11,339",4.00%,"3,036",1.60%,N,N,,,,,,,
2023,"$35,000 to $49,999","5,551",2.40%,"7,164",4.00%,"13,336",5.90%,"7,828",6.20%,"16,500",5.80%,"4,458",2.30%,N,N,,,,,,,
2023,Less than 20 percent,0,0.00%,427,0.20%,686,0.30%,430,0.30%,443,0.20%,49,0.00%,N,N,,,,,,,
2023,20 to 29 percent,241,0.10%,181,0.10%,"2,041",0.90%,"1,050",0.80%,"1,484",0.50%,34,0.00%,N,N,,,,,,,
2023,30 percent or more,"5,310",2.30%,"6,556",3.60%,"10,609",4.70%,"6,348",5.00%,"14,573",5.10%,"4,375",2.20%,N,N,,,,,,,
2023,"$50,000 to $74,999","10,215",4.30%,"12,269",6.80%,"22,924",10.10%,"18,860",14.90%,"44,641",15.60%,"10,903",5.60%,N,N,,,,,,,
2023,Less than 20 percent,238,0.10%,412,0.20%,"4,151",1.80%,"1,887",1.50%,"3,210",1.10%,382,0.20%,N,N,,,,,,,
2023,20 to 29 percent,367,0.20%,"1,824",1.00%,"8,003",3.50%,"5,932",4.70%,"11,434",4.00%,"1,633",0.80%,N,N,,,,,,,
2023,30 percent or more,"9,610",4.10%,"10,033",5.60%,"10,770",4.80%,"11,041",8.70%,"29,997",10.50%,"8,888",4.50%,N,N,,,,,,,
2023,"$75,000 or more","210,658",89.30%,"153,265",85.10%,"177,407",78.50%,"89,904",70.80%,"202,162",70.70%,"173,497",88.60%,N,N,,,,,,,
2023,Less than 20 percent,"101,741",43.10%,"88,651",49.20%,"125,609",55.60%,"56,962",44.90%,"113,460",39.70%,"94,324",48.20%,N,N,,,,,,,
2023,20 to 29 percent,"58,477",24.80%,"41,515",23.00%,"36,787",16.30%,"24,512",19.30%,"57,977",20.30%,"51,946",26.50%,N,N,,,,,,,
2023,30 percent or more,"50,440",21.40%,"23,099",12.80%,"15,011",6.60%,"8,430",6.60%,"30,725",10.70%,"27,227",13.90%,N,N,,,,,,,
2023,Zero or negative income,877,0.40%,739,0.40%,579,0.30%,648,0.50%,"1,802",0.60%,71,0.00%,N,N,,,,,,,
2023,REAL ESTATE TAXES,,,,,,,,,,,,,,,,,,,,,
2023,Less than $800,"3,238",1.40%,"4,497",2.50%,"6,511",2.90%,"5,790",4.60%,"9,202",3.20%,"3,498",1.80%,"1,579",1.80%,,,,,,,
2023,"$800 to $1,499","3,095",1.30%,"6,276",3.50%,"18,210",8.10%,"19,908",15.70%,"12,922",4.50%,"3,496",1.80%,"1,200",1.30%,,,,,,,
2023,"$1,500 or more","226,595",96.00%,"165,405",91.80%,"199,353",88.20%,"96,680",76.20%,"251,862",88.10%,"183,744",93.80%,"85,202",95.50%,,,,,,,
2023,No real estate taxes paid,"3,003",1.30%,"4,018",2.20%,"1,852",0.80%,"4,522",3.60%,"11,938",4.20%,"5,052",2.60%,"1,219",1.40%,,,,,,,
2023,Median (dollars),"10,000+","10,000+","5,408","5,408","3,146","3,146","2,466","2,466","5,839","5,839","7,174","7,174","6,320","6,320Ã¯»¿""Label (Grouping)""","Santa Clara County, CaliforniaOwner-occupied housing units without a mortgageEstimate","Santa Clara County, CaliforniaPercent owner-occupied housing units without a mortgageEstimate","Montgomery County, MarylandOwner-occupied housing units without a mortgageEstimate","Montgomery County, MarylandPercent owner-occupied housing units without a mortgageEstimate","Wake County, North CarolinaOwner-occupied housing units without a mortgageEstimate","Wake County, North CarolinaPercent owner-occupied housing units without a mortgageEstimate","Davidson County, TennesseeOwner-occupied housing units without a mortgageEstimate"
2023,Owner-occupied housing units without a mortgage,"124,259","124,259","72,767","72,767","81,415","81,415","53,449","53,449","213,906","213,906","84,517","84,517","24,360","24,360",,,,,,,
2023,VALUE,,,,,,,,,,,,,,,,,,,,,
2023,"Less than $50,000","2,899",2.30%,"1,501",2.10%,"4,236",5.20%,822,1.50%,"12,778",6.00%,"1,279",1.50%,652,2.70%,,,,,,,
2023,"$50,000 to $99,999","1,680",1.40%,683,0.90%,"1,351",1.70%,446,0.80%,"8,835",4.10%,"1,170",1.40%,47,0.20%,,,,,,,
2023,"$100,000 to $199,999","4,934",4.00%,"2,664",3.70%,"4,911",6.00%,"3,314",6.20%,"40,903",19.10%,"2,411",2.90%,30,0.10%,,,,,,,
2023,"$200,000 to $299,999","4,410",3.50%,"4,720",6.50%,"10,123",12.40%,"8,755",16.40%,"62,231",29.10%,"3,049",3.60%,340,1.40%,,,,,,,
2023,"$300,000 to $499,999","4,503",3.60%,"15,989",22.00%,"25,223",31.00%,"19,738",36.90%,"52,130",24.40%,"14,971",17.70%,"3,681",15.10%,,,,,,,
2023,"$500,000 to $749,999","7,476",6.00%,"23,229",31.90%,"20,990",25.80%,"7,871",14.70%,"18,451",8.60%,"24,184",28.60%,"8,086",33.20%,,,,,,,
2023,"$750,000 to $999,999","13,639",11.00%,"11,823",16.20%,"9,150",11.20%,"5,809",10.90%,"7,582",3.50%,"21,495",25.40%,"7,008",28.80%,,,,,,,
2023,"$1,000,000 or more","84,718",68.20%,"12,158",16.70%,"5,431",6.70%,"6,694",12.50%,"10,996",5.10%,"15,958",18.90%,"4,516",18.50%,,,,,,,
2023,Median (dollars),"1,364,900","1,364,900","616,500","616,500","462,200","462,200","416,900","416,900","273,000","273,000","700,300","700,300","729,700","729,700",,,,,,,
2023,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,
2023,"Less than $10,000","4,238",3.40%,"3,156",4.30%,"3,910",4.80%,"2,235",4.20%,"11,060",5.20%,"2,291",2.70%,526,2.20%,,,,,,,
2023,"$10,000 to $24,999","5,583",4.50%,"2,602",3.60%,"5,883",7.20%,"4,062",7.60%,"19,287",9.00%,"4,821",5.70%,"1,261",5.20%,,,,,,,
2023,"$25,000 to $34,999","5,135",4.10%,"2,548",3.50%,"4,563",5.60%,"3,304",6.20%,"11,804",5.50%,"3,280",3.90%,140,0.60%,,,,,,,
2023,"$35,000 to $49,999","8,789",7.10%,"4,457",6.10%,"6,519",8.00%,"5,711",10.70%,"23,923",11.20%,"3,720",4.40%,963,4.00%,,,,,,,
2023,"$50,000 to $74,999","12,685",10.20%,"7,034",9.70%,"11,186",13.70%,"8,821",16.50%,"38,946",18.20%,"7,900",9.30%,"1,292",5.30%,,,,,,,
2023,"$75,000 to $99,999","10,383",8.40%,"6,371",8.80%,"8,080",9.90%,"6,125",11.50%,"30,227",14.10%,"10,007",11.80%,"2,585",10.60%,,,,,,,
2023,"$100,000 to $149,999","20,962",16.90%,"13,264",18.20%,"14,256",17.50%,"9,974",18.70%,"36,676",17.10%,"15,460",18.30%,"4,311",17.70%,,,,,,,
2023,"$150,000 or more","56,484",45.50%,"33,335",45.80%,"27,018",33.20%,"13,217",24.70%,"41,983",19.60%,"37,038",43.80%,"13,282",54.50%,,,,,,,
2023,Median household income (dollars),"134,898","134,898","134,289","134,289","101,201","101,201","84,106","84,106","76,280","76,280","130,309","130,309","161,529","161,529",,,,,,,
2023,RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2023,Less than 2.0,"11,275",9.10%,"12,269",16.90%,"15,408",18.90%,"6,935",13.00%,"55,400",25.90%,"10,182",12.00%,"2,765",11.40%,,,,,,,
2023,2.0 to 2.9,"8,716",7.00%,"11,894",16.30%,"14,554",17.90%,"7,059",13.20%,"38,255",17.90%,"11,673",13.80%,"4,514",18.50%,,,,,,,
2023,3.0 to 3.9,"7,576",6.10%,"10,913",15.00%,"10,839",13.30%,"5,788",10.80%,"30,696",14.40%,"11,227",13.30%,"4,678",19.20%,,,,,,,
2023,4.0 or more,"94,934",76.40%,"36,834",50.60%,"39,203",48.20%,"32,945",61.60%,"85,696",40.10%,"50,467",59.70%,"12,403",50.90%,,,,,,,
2023,Not computed,"1,758",1.40%,857,1.20%,"1,411",1.70%,722,1.40%,"3,859",1.80%,968,1.10%,0,0.00%,,,,,,,
2023,MONTHLY HOUSING COSTS,,,,,,,,,,,,,,,,,,,,,
2023,Less than $200,"1,422",1.10%,502,0.70%,"1,331",1.60%,839,1.60%,"4,157",1.90%,812,1.00%,109,0.40%,,,,,,,
2023,$200 to $399,"5,059",4.10%,"2,460",3.40%,"10,993",13.50%,"7,932",14.80%,"22,508",10.50%,"2,284",2.70%,767,3.10%,,,,,,,
2023,$400 to $599,"10,495",8.40%,"8,036",11.00%,"26,856",33.00%,"18,726",35.00%,"39,204",18.30%,"6,071",7.20%,"1,725",7.10%,,,,,,,
2023,$600 to $999,"36,473",29.40%,"29,560",40.60%,"30,400",37.30%,"17,596",32.90%,"78,410",36.70%,"29,129",34.50%,"12,406",50.90%,,,,,,,
2023,"$1,000 to $1,299","19,251",15.50%,"15,063",20.70%,"6,684",8.20%,"3,605",6.70%,"32,994",15.40%,"23,720",28.10%,"5,002",20.50%,,,,,,,
2023,"$1,300 to $1,499","13,792",11.10%,"6,007",8.30%,"1,909",2.30%,"2,230",4.20%,"9,989",4.70%,"9,336",11.00%,"1,749",7.20%,,,,,,,
2023,"$1,500 or more","37,767",30.40%,"11,139",15.30%,"3,242",4.00%,"2,521",4.70%,"26,644",12.50%,"13,165",15.60%,"2,602",10.70%,,,,,,,
2023,Median (dollars),"1,143","1,143",940,940,614,614,591,591,795,795,"1,044","1,044",929,929,,,,,,,
2023,MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2023,"Less than $20,000","5,751",4.60%,"4,111",5.60%,"6,861",8.40%,"3,836",7.20%,"18,573",8.70%,"4,675",5.50%,N,N,,,,,,,
2023,Less than 20 percent,0,0.00%,157,0.20%,469,0.60%,205,0.40%,867,0.40%,0,0.00%,N,N,,,,,,,
2023,20 to 29 percent,216,0.20%,0,0.00%,"1,157",1.40%,845,1.60%,"1,612",0.80%,237,0.30%,N,N,,,,,,,
2023,30 percent or more,"5,535",4.50%,"3,954",5.40%,"5,235",6.40%,"2,786",5.20%,"16,094",7.50%,"4,438",5.30%,N,N,,,,,,,
2023,"$20,000 to $34,999","7,447",6.00%,"3,338",4.60%,"6,084",7.50%,"5,043",9.40%,"19,719",9.20%,"4,749",5.60%,N,N,,,,,,,
2023,Less than 20 percent,767,0.60%,293,0.40%,"1,837",2.30%,"1,209",2.30%,"4,650",2.20%,328,0.40%,N,N,,,,,,,
2023,20 to 29 percent,"1,074",0.90%,897,1.20%,"2,417",3.00%,"2,684",5.00%,"4,781",2.20%,787,0.90%,N,N,,,,,,,
2023,30 percent or more,"5,606",4.50%,"2,148",3.00%,"1,830",2.20%,"1,150",2.20%,"10,288",4.80%,"3,634",4.30%,N,N,,,,,,,
2023,"$35,000 to $49,999","8,789",7.10%,"4,457",6.10%,"6,519",8.00%,"5,711",10.70%,"23,923",11.20%,"3,720",4.40%,N,N,,,,,,,
2023,Less than 20 percent,"2,658",2.10%,"1,412",1.90%,"4,792",5.90%,"4,731",8.90%,"12,391",5.80%,272,0.30%,N,N,,,,,,,
2023,20 to 29 percent,"2,620",2.10%,"2,136",2.90%,"1,220",1.50%,744,1.40%,"6,986",3.30%,"1,587",1.90%,N,N,,,,,,,
2023,30 percent or more,"3,511",2.80%,909,1.20%,507,0.60%,236,0.40%,"4,546",2.10%,"1,861",2.20%,N,N,,,,,,,
2023,"$50,000 to $74,999","12,685",10.20%,"7,034",9.70%,"11,186",13.70%,"8,821",16.50%,"38,946",18.20%,"7,900",9.30%,N,N,,,,,,,
2023,Less than 20 percent,"6,431",5.20%,"4,599",6.30%,"10,214",12.50%,"7,405",13.90%,"29,690",13.90%,"4,225",5.00%,N,N,,,,,,,
2023,20 to 29 percent,"3,014",2.40%,"1,589",2.20%,425,0.50%,"1,124",2.10%,"6,880",3.20%,"3,095",3.70%,N,N,,,,,,,
2023,30 percent or more,"3,240",2.60%,846,1.20%,547,0.70%,292,0.50%,"2,376",1.10%,580,0.70%,N,N,,,,,,,
2023,"$75,000 or more","87,829",70.70%,"52,970",72.80%,"49,354",60.60%,"29,316",54.80%,"108,886",50.90%,"62,505",74.00%,N,N,,,,,,,
2023,Less than 20 percent,"80,857",65.10%,"51,578",70.90%,"48,811",60.00%,"28,980",54.20%,"101,623",47.50%,"60,176",71.20%,N,N,,,,,,,
2023,20 to 29 percent,"4,410",3.50%,"1,132",1.60%,440,0.50%,336,0.60%,"5,048",2.40%,"1,873",2.20%,N,N,,,,,,,
2023,30 percent or more,"2,562",2.10%,260,0.40%,103,0.10%,0,0.00%,"2,215",1.00%,456,0.50%,N,N,,,,,,,
2023,Zero or negative income,"1,758",1.40%,857,1.20%,"1,411",1.70%,722,1.40%,"3,859",1.80%,968,1.10%,N,N,,,,,,,
2023,REAL ESTATE TAXES,,,,,,,,,,,,,,,,,,,,,
2023,Less than $800,"6,316",5.10%,"2,725",3.70%,"5,726",7.00%,"2,069",3.90%,"19,997",9.30%,"1,646",1.90%,605,2.50%,,,,,,,
2023,"$800 to $1,499","5,214",4.20%,"2,334",3.20%,"6,591",8.10%,"7,547",14.10%,"16,842",7.90%,"1,587",1.90%,241,1.00%,,,,,,,
2023,"$1,500 or more","105,541",84.90%,"65,989",90.70%,"66,947",82.20%,"42,170",78.90%,"156,752",73.30%,"78,093",92.40%,"22,893",94.00%,,,,,,,
2023,No real estate taxes paid,"7,188",5.80%,"1,719",2.40%,"2,151",2.60%,"1,663",3.10%,"20,315",9.50%,"3,191",3.80%,621,2.50%,,,,,,,
2023,Median (dollars),"6,610","6,610","5,512","5,512","3,071","3,071","2,579","2,579","3,664","3,664","7,302","7,302","6,145","6,145Ã¯»¿""Label (Grouping)""","Santa Clara County, CaliforniaTotalEstimate","Santa Clara County, CaliforniaMarried-couple family householdEstimate","Santa Clara County, CaliforniaMale householder, no spouse present, family householdEstimate","Santa Clara County, CaliforniaFemale householder, no spouse present, family householdEstimate","Santa Clara County, CaliforniaNonfamily householdEstimate","Montgomery County, MarylandTotalEstimate","Montgomery County, MarylandMarried-couple family householdEstimate"
2023,HOUSEHOLDS,,,,,,,,,,,,,,,,,,,,,
2023,Total households,"665,549","354,651","36,426","65,424","209,048","392,629","205,131","17,704","40,624","129,170","481,294","245,325","18,037","45,773","172,159","341,597","124,656","18,882","35,301","162,758","993,312"
2023,Average household size,2.76,3.35,3.49,3.51,1.4,2.67,3.36,3.37,3.35,1.27,2.43,3.11,2.95,2.92,1.28,2.03,2.81,2.91,2.55,1.21,2.59
2023,FAMILIES,,,,,,,,,,,,,,,,,,,,,
2023,Total families,"456,501","354,651","36,426","65,424",(X),"263,459","205,131","17,704","40,624",(X),"309,135","245,325","18,037","45,773",(X),"178,839","124,656","18,882","35,301",(X),"607,784"
2023,Average family size,3.27,3.29,3.1,3.23,(X),3.27,3.33,2.93,3.11,(X),3.02,3.1,2.62,2.74,(X),2.68,2.79,2.39,2.45,(X),3.37
