label_grouping,value,county,metric
        Median (dollars),(X),loudoun_county_virginiapercent,Unknown
    Housing units without a mortgage,"12,837",loudoun_county_virginiapercent,Unknown
        Less than $250,3.5%,loudoun_county_virginiapercent,Unknown
        $250 to $399,8.6%,loudoun_county_virginiapercent,Unknown
        $400 to $599,22.1%,loudoun_county_virginiapercent,Unknown
        $600 to $799,24.2%,loudoun_county_virginiapercent,Unknown
        $800 to $999,14.8%,loudoun_county_virginiapercent,Unknown
"        $1,000 or more",26.8%,loudoun_county_virginiapercent,Unknown
        Median (dollars),(X),loudoun_county_virginiapercent,Unknown
SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,loudoun_county_virginiapercent,Unknown
    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"81,292",loudoun_county_virginiapercent,Unknown
        Less than 20.0 percent,45.0%,loudoun_county_virginiapercent,Unknown
        20.0 to 24.9 percent,18.7%,loudoun_county_virginiapercent,Unknown
        25.0 to 29.9 percent,13.8%,loudoun_county_virginiapercent,Unknown
        30.0 to 34.9 percent,6.5%,loudoun_county_virginiapercent,Unknown
        35.0 percent or more,16.0%,loudoun_county_virginiapercent,Unknown
    Not computed,(X),loudoun_county_virginiapercent,Unknown
    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"12,759",loudoun_county_virginiapercent,Unknown
        Less than 10.0 percent,55.7%,loudoun_county_virginiapercent,Unknown
        10.0 to 14.9 percent,14.4%,loudoun_county_virginiapercent,Unknown
        15.0 to 19.9 percent,7.5%,loudoun_county_virginiapercent,Unknown
        20.0 to 24.9 percent,5.0%,loudoun_county_virginiapercent,Unknown
        25.0 to 29.9 percent,3.5%,loudoun_county_virginiapercent,Unknown
        30.0 to 34.9 percent,2.1%,loudoun_county_virginiapercent,Unknown
        35.0 percent or more,11.8%,loudoun_county_virginiapercent,Unknown
    Not computed,(X),loudoun_county_virginiapercent,Unknown
GROSS RENT,,loudoun_county_virginiapercent,Unknown
    Occupied units paying rent,N,loudoun_county_virginiapercent,Unknown
        Less than $500,N,loudoun_county_virginiapercent,Unknown
        $500 to $999,N,loudoun_county_virginiapercent,Unknown
"        $1,000 to $1,499",N,loudoun_county_virginiapercent,Unknown
"        $1,500 to $1,999",N,loudoun_county_virginiapercent,Unknown
"        $2,000 to $2,499",N,loudoun_county_virginiapercent,Unknown
"        $2,500 to $2,999",N,loudoun_county_virginiapercent,Unknown
"        $3,000 or more",N,loudoun_county_virginiapercent,Unknown
        Median (dollars),(X),loudoun_county_virginiapercent,Unknown
    No rent paid,N,loudoun_county_virginiapercent,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,loudoun_county_virginiapercent,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),"24,551",loudoun_county_virginiapercent,Unknown
        Less than 15.0 percent,11.1%,loudoun_county_virginiapercent,Unknown
        15.0 to 19.9 percent,13.4%,loudoun_county_virginiapercent,Unknown
        20.0 to 24.9 percent,18.7%,loudoun_county_virginiapercent,Unknown
        25.0 to 29.9 percent,9.9%,loudoun_county_virginiapercent,Unknown
        30.0 to 34.9 percent,8.5%,loudoun_county_virginiapercent,Unknown
        35.0 percent or more,38.4%,loudoun_county_virginiapercent,Unknown
    Not computed,(X),loudoun_county_virginiapercent,Unknown
HOUSING OCCUPANCY,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Total housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        Occupied housing units,±1.1,loudoun_county_virginiapercent_margin_of_error,Unknown
        Vacant housing units,±1.1,loudoun_county_virginiapercent_margin_of_error,Unknown
    Homeowner vacancy rate,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
    Rental vacancy rate,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
UNITS IN STRUCTURE,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Total housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
"        1-unit, detached",±1.9,loudoun_county_virginiapercent_margin_of_error,Unknown
"        1-unit, attached",±1.9,loudoun_county_virginiapercent_margin_of_error,Unknown
        2 units,±0.3,loudoun_county_virginiapercent_margin_of_error,Unknown
        3 or 4 units,±0.7,loudoun_county_virginiapercent_margin_of_error,Unknown
        5 to 9 units,±0.8,loudoun_county_virginiapercent_margin_of_error,Unknown
        10 to 19 units,±1.3,loudoun_county_virginiapercent_margin_of_error,Unknown
        20 or more units,±0.7,loudoun_county_virginiapercent_margin_of_error,Unknown
        Mobile home,±0.5,loudoun_county_virginiapercent_margin_of_error,Unknown
"        Boat, RV, van, etc.",±0.3,loudoun_county_virginiapercent_margin_of_error,Unknown
YEAR STRUCTURE BUILT,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Total housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        Built 2014 or later,±0.5,loudoun_county_virginiapercent_margin_of_error,Unknown
        Built 2010 to 2013,±1.2,loudoun_county_virginiapercent_margin_of_error,Unknown
        Built 2000 to 2009,±1.9,loudoun_county_virginiapercent_margin_of_error,Unknown
        Built 1990 to 1999,±1.6,loudoun_county_virginiapercent_margin_of_error,Unknown
        Built 1980 to 1989,±1.6,loudoun_county_virginiapercent_margin_of_error,Unknown
        Built 1970 to 1979,±1.0,loudoun_county_virginiapercent_margin_of_error,Unknown
        Built 1960 to 1969,±0.8,loudoun_county_virginiapercent_margin_of_error,Unknown
        Built 1950 to 1959,±0.8,loudoun_county_virginiapercent_margin_of_error,Unknown
        Built 1940 to 1949,±0.2,loudoun_county_virginiapercent_margin_of_error,Unknown
        Built 1939 or earlier,±0.7,loudoun_county_virginiapercent_margin_of_error,Unknown
ROOMS,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Total housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        1 room,±0.4,loudoun_county_virginiapercent_margin_of_error,Unknown
        2 rooms,±0.5,loudoun_county_virginiapercent_margin_of_error,Unknown
        3 rooms,±1.2,loudoun_county_virginiapercent_margin_of_error,Unknown
        4 rooms,±1.2,loudoun_county_virginiapercent_margin_of_error,Unknown
        5 rooms,±1.3,loudoun_county_virginiapercent_margin_of_error,Unknown
        6 rooms,±1.7,loudoun_county_virginiapercent_margin_of_error,Unknown
        7 rooms,±1.2,loudoun_county_virginiapercent_margin_of_error,Unknown
        8 rooms,±1.2,loudoun_county_virginiapercent_margin_of_error,Unknown
        9 rooms or more,±1.7,loudoun_county_virginiapercent_margin_of_error,Unknown
        Median rooms,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
BEDROOMS,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Total housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        No bedroom,±0.4,loudoun_county_virginiapercent_margin_of_error,Unknown
        1 bedroom,±0.9,loudoun_county_virginiapercent_margin_of_error,Unknown
        2 bedrooms,±1.5,loudoun_county_virginiapercent_margin_of_error,Unknown
        3 bedrooms,±2.0,loudoun_county_virginiapercent_margin_of_error,Unknown
        4 bedrooms,±1.7,loudoun_county_virginiapercent_margin_of_error,Unknown
        5 or more bedrooms,±1.3,loudoun_county_virginiapercent_margin_of_error,Unknown
HOUSING TENURE,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Occupied housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        Owner-occupied,±2.0,loudoun_county_virginiapercent_margin_of_error,Unknown
        Renter-occupied,±2.0,loudoun_county_virginiapercent_margin_of_error,Unknown
    Average household size of owner-occupied unit,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
    Average household size of renter-occupied unit,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Occupied housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        Moved in 2015 or later,±1.1,loudoun_county_virginiapercent_margin_of_error,Unknown
        Moved in 2010 to 2014,±2.0,loudoun_county_virginiapercent_margin_of_error,Unknown
        Moved in 2000 to 2009,±2.2,loudoun_county_virginiapercent_margin_of_error,Unknown
        Moved in 1990 to 1999,±1.4,loudoun_county_virginiapercent_margin_of_error,Unknown
        Moved in 1980 to 1989,±0.7,loudoun_county_virginiapercent_margin_of_error,Unknown
        Moved in 1979 and earlier,±0.5,loudoun_county_virginiapercent_margin_of_error,Unknown
VEHICLES AVAILABLE,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Occupied housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        No vehicles available,±0.6,loudoun_county_virginiapercent_margin_of_error,Unknown
        1 vehicle available,±2.0,loudoun_county_virginiapercent_margin_of_error,Unknown
        2 vehicles available,±2.0,loudoun_county_virginiapercent_margin_of_error,Unknown
        3 or more vehicles available,±1.9,loudoun_county_virginiapercent_margin_of_error,Unknown
HOUSE HEATING FUEL,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Occupied housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        Utility gas,±2.1,loudoun_county_virginiapercent_margin_of_error,Unknown
"        Bottled, tank, or LP gas",±0.8,loudoun_county_virginiapercent_margin_of_error,Unknown
        Electricity,±2.1,loudoun_county_virginiapercent_margin_of_error,Unknown
"        Fuel oil, kerosene, etc.",±0.6,loudoun_county_virginiapercent_margin_of_error,Unknown
        Coal or coke,±0.1,loudoun_county_virginiapercent_margin_of_error,Unknown
        Wood,±0.4,loudoun_county_virginiapercent_margin_of_error,Unknown
        Solar energy,±0.1,loudoun_county_virginiapercent_margin_of_error,Unknown
        Other fuel,±0.1,loudoun_county_virginiapercent_margin_of_error,Unknown
        No fuel used,±0.2,loudoun_county_virginiapercent_margin_of_error,Unknown
SELECTED CHARACTERISTICS,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Occupied housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        Lacking complete plumbing facilities,±0.3,loudoun_county_virginiapercent_margin_of_error,Unknown
        Lacking complete kitchen facilities,±0.3,loudoun_county_virginiapercent_margin_of_error,Unknown
        No telephone service available,±0.4,loudoun_county_virginiapercent_margin_of_error,Unknown
OCCUPANTS PER ROOM,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Occupied housing units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        1.00 or less,±0.6,loudoun_county_virginiapercent_margin_of_error,Unknown
        1.01 to 1.50,±0.6,loudoun_county_virginiapercent_margin_of_error,Unknown
        1.51 or more,±0.2,loudoun_county_virginiapercent_margin_of_error,Unknown
VALUE,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Owner-occupied units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
"        Less than $50,000",±0.7,loudoun_county_virginiapercent_margin_of_error,Unknown
"        $50,000 to $99,999",±0.5,loudoun_county_virginiapercent_margin_of_error,Unknown
"        $100,000 to $149,999",±0.5,loudoun_county_virginiapercent_margin_of_error,Unknown
"        $150,000 to $199,999",±0.8,loudoun_county_virginiapercent_margin_of_error,Unknown
"        $200,000 to $299,999",±1.4,loudoun_county_virginiapercent_margin_of_error,Unknown
"        $300,000 to $499,999",±2.3,loudoun_county_virginiapercent_margin_of_error,Unknown
"        $500,000 to $999,999",±2.1,loudoun_county_virginiapercent_margin_of_error,Unknown
"        $1,000,000 or more",±0.8,loudoun_county_virginiapercent_margin_of_error,Unknown
        Median (dollars),(X),loudoun_county_virginiapercent_margin_of_error,Unknown
MORTGAGE STATUS,,loudoun_county_virginiapercent_margin_of_error,Unknown
    Owner-occupied units,(X),loudoun_county_virginiapercent_margin_of_error,Unknown
        Housing units with a mortgage,±1.3,loudoun_county_virginiapercent_margin_of_error,Unknown
        Housing units without a mortgage,±1.3,loudoun_county_virginiapercent_margin_of_error,Unknown
